config_hash,geometry,dim,curvature,epochs,batch_size,lr,lr_proto,weight_decay,dropout,seed,tree_loss_weight,tree_hierarchy,train_seconds,loss,top1_accuracy,top5_accuracy,balanced_accuracy,num_samples,split,checkpoint,device,embedding_dim,epoch,dropped_missing_feature_rows,prototype_tree_pearson,prototype_tree_spearman,class_center_tree_pearson,class_center_tree_spearman,mean_tree_distance_all_predictions,median_tree_distance_all_predictions,mean_tree_distance_mistakes,median_tree_distance_mistakes,mistakes_within_tree_distance_2,tree_distortion_scale,tree_distortion_average,tree_distortion_worst_case,dendrogram_cluster_precision,dendrogram_cluster_recall,dendrogram_cluster_f1,dendrogram_exact_cluster_matches,dendrogram_num_predicted_clusters,dendrogram_num_ground_truth_clusters,knn_siblings_valid_queries,knn_siblings_recall_at_5,knn_siblings_recall_at_10,knn_cousins_valid_queries,knn_cousins_recall_at_5,knn_cousins_recall_at_10,frechet_style,frechet_sample_size,frechet_trials,frechet_nearest_prototype_accuracy,frechet_target_prototype_distance_mean,frechet_target_prototype_distance_std,frechet_best_other_margin_mean,frechet_holdout_same_style_distance_mean
8f8d248b25,euclidean,16,,30,4096,0.001,0.01,0.0001,0.1,1,0.0,default,7.977887153625488,1.070281440569012,0.6536996846975963,0.9564309405839236,0.5554560089879764,24421,val,/Users/peterflo/Desktop/projects/research/hyperbolic/data/runs/sweep/8f8d248b25/ckpt.pt,mps,16,30,0,0.0137400727766441,0.0543023217526019,0.2689494330236019,0.2839439142288942,0.989353425330658,0.0,2.856923258838832,2.0,0.6483386543691616,2.2518960366294025,1.7803150938250494,4.469440169863516,0.0,0.0,0.0,0,25,14,17172,0.1468669927789424,0.2166317260656883,11892,0.2577362933064245,0.3335856037672385,Cubism,8,100,0.95,2.577059410214424,0.6559837907123873,2.4765926283597945,5.497828330993652
d638105e02,euclidean,16,,30,4096,0.001,0.01,0.0001,0.1,2,0.0,default,7.823743104934692,1.055767106627184,0.6553785676262234,0.9589697391589206,0.543319029325019,24421,val,/Users/peterflo/Desktop/projects/research/hyperbolic/data/runs/sweep/d638105e02/ckpt.pt,mps,16,30,0,0.0186602201982077,0.0683911254386156,0.2593931882728327,0.2737481391212831,0.976782277548012,0.0,2.8343631178707223,2.0,0.6485266159695817,2.2093127912978536,1.781457899871461,4.314892986353565,0.04,0.0714285714285714,0.0512820512820512,1,25,14,17172,0.1418588399720475,0.2174470067551828,11892,0.2572317524386142,0.3302219979818365,Cubism,8,100,0.93,2.7490354013442992,0.5807532685410745,2.045536661148071,5.253155241012573
9dc4b89d8f,euclidean,32,,30,4096,0.001,0.01,0.0001,0.1,0,0.0,default,8.203587055206299,1.0367070996572412,0.657999262929446,0.9592563777077106,0.5582267482812152,24421,val,/Users/peterflo/Desktop/projects/research/hyperbolic/data/runs/sweep/9dc4b89d8f/ckpt.pt,mps,32,30,0,0.0705150820646402,0.1178963041414197,0.2937423885324307,0.3124227537610629,0.9692887269153596,0.0,2.8341714559386975,2.0,0.6491858237547893,2.3577212549792983,1.767223396396672,4.3885549540973985,0.04,0.0714285714285714,0.0512820512820512,1,25,14,17172,0.1408688562776613,0.2121476822734684,11892,0.2587453750420451,0.3304742684157417,Cubism,8,100,0.97,2.7269534718990327,0.6486131756417484,2.717545601129532,5.75746720790863
c165248751,euclidean,32,,30,4096,0.001,0.01,0.0001,0.1,1,0.0,default,8.017014026641846,1.0330357835868922,0.6571802956471889,0.9604848286310962,0.5529988974794389,24421,val,/Users/peterflo/Desktop/projects/research/hyperbolic/data/runs/sweep/c165248751/ckpt.pt,mps,32,30,0,0.0734563386547305,0.1142830508532872,0.28758592857422,0.3044321596888612,0.9640882846730272,0.0,2.8122312470138557,2.0,0.6516961299569995,2.4017775231356717,1.7723328798761933,4.5151890063312745,0.04,0.0714285714285714,0.0512820512820512,1,25,14,17172,0.1401700442580945,0.2110994642441183,11892,0.2584931046081399,0.3318197107299024,Cubism,8,100,0.93,2.983022167682648,0.6371476273885885,2.2935216760635377,5.8410096883773805
6c512e3968,euclidean,32,,30,4096,0.001,0.01,0.0001,0.1,2,0.0,default,7.907278060913086,1.0242851573474616,0.6605790098685558,0.9633921624831088,0.5638237771508248,24421,val,/Users/peterflo/Desktop/projects/research/hyperbolic/data/runs/sweep/6c512e3968/ckpt.pt,mps,32,30,0,0.093802772929834,0.1317584173905464,0.2997320112760179,0.3235523206990471,0.9432865157036976,0.0,2.77910483773676,2.0,0.6567740378815298,2.419533268171055,1.7624387957914678,4.121263926865297,0.04,0.0714285714285714,0.0512820512820512,1,25,14,17172,0.1429070580013976,0.214011180992313,11892,0.2572317524386142,0.3308947191389169,Cubism,8,100,0.94,2.5558193242549896,0.609526952134916,2.5100863873958588,5.560733909606934
6317ccfff8,euclidean,64,,30,4096,0.001,0.01,0.0001,0.1,0,0.0,default,8.136441230773926,1.020281877068023,0.6586134883911388,0.9631464722984316,0.5626593628840835,24421,val,/Users/peterflo/Desktop/projects/research/hyperbolic/data/runs/sweep/6317ccfff8/ckpt.pt,mps,64,30,0,0.1121016523941059,0.1360715268953254,0.3172122585522073,0.3331223633222945,0.976782277548012,0.0,2.861221062732398,2.0,0.6450761664867458,2.5185181185798697,1.7573276855148807,4.2610544504517165,0.04,0.0714285714285714,0.0512820512820512,1,25,14,17172,0.141043559282553,0.2118565105986489,11892,0.2575681130171544,0.3301379078372015,Cubism,8,100,0.93,2.9628055083751677,0.6185748605080704,2.5649260342121125,5.9320345211029055
dc33b7c18f,euclidean,64,,30,4096,0.001,0.01,0.0001,0.1,1,0.0,default,8.050976991653442,1.0205370412744297,0.6591867654887187,0.9629826788419804,0.5621554955713999,24421,val,/Users/peterflo/Desktop/projects/research/hyperbolic/data/runs/sweep/dc33b7c18f/ckpt.pt,mps,64,30,0,0.1053755113307178,0.1414311464624637,0.3137519348081812,0.3338684772064557,0.9734654600548708,0.0,2.8563018142496697,2.0,0.6467619848612279,2.5412801391804885,1.759772226469702,4.278246743651354,0.04,0.0714285714285714,0.0512820512820512,1,25,14,17172,0.1447705567202422,0.2152341020265548,11892,0.255213588967373,0.3271947527749748,Cubism,8,100,0.94,3.1383151316642763,0.6783815984398817,2.4822061014175416,6.1940493535995484
4de6fd8e80,euclidean,64,,30,4096,0.001,0.01,0.0001,0.1,2,0.0,default,7.825127840042114,1.0208929254442354,0.6592686622169445,0.963883542852463,0.5674892988562455,24421,val,/Users/peterflo/Desktop/projects/research/hyperbolic/data/runs/sweep/4de6fd8e80/ckpt.pt,mps,64,30,0,0.1250523340932865,0.1559967385166565,0.3034226040401722,0.3292021653307432,0.975635723352852,0.0,2.863357769498858,2.0,0.6479990385770941,2.4967211340536952,1.7624298211244436,4.303573357160161,0.04,0.0714285714285714,0.0512820512820512,1,25,14,17172,0.1416259026321919,0.2136035406475658,11892,0.2598385469223007,0.3287083753784056,Cubism,8,100,0.95,2.7137505066394807,0.5986792199860975,2.6087255918979646,5.851315703392029
f711567ad0,hyperbolic,2,0.1,30,4096,0.001,0.01,0.0001,0.1,0,0.0,default,9.236985206604004,1.6283722652820194,0.5115269644977684,0.910773514598092,0.3383636009943112,24421,val,/Users/peterflo/Desktop/projects/research/hyperbolic/data/runs/sweep/f711567ad0/ckpt.pt,mps,2,30,0,-0.096830379825773,-0.0670291715230834,0.1108895900507894,0.1320533796861149,1.4261905736865812,0.0,2.91969150808953,2.0,0.6481683292815827,1.5175950923894157,2.4077903673108687,9.817869877227947,0.04,0.0714285714285714,0.0512820512820512,1,25,14,17172,0.2306662007919869,0.3265199161425576,11892,0.3300538176925664,0.4222166162125799,Cubism,8,100,0.67,0.7064161764830351,0.3347781300708419,0.273000018671155,1.0396417486667633
34939e126e,hyperbolic,2,0.1,30,4096,0.001,0.01,0.0001,0.1,1,0.0,default,8.99909496307373,1.6254745707270368,0.5161131812784079,0.9118791204291388,0.3415006723657338,24421,val,/Users/peterflo/Desktop/projects/research/hyperbolic/data/runs/sweep/34939e126e/ckpt.pt,mps,2,30,0,-0.0978392754363549,-0.0678735132855514,0.146422363371367,0.1668502920831144,1.4567790016788829,0.0,3.0105779808750106,2.0,0.6344249809596344,1.65166925584917,2.323626720439941,9.616085858899591,0.04,0.0714285714285714,0.0512820512820512,1,25,14,17172,0.2259492196599115,0.3325180526438388,11892,0.3225697948200471,0.4139757820383451,Cubism,8,100,0.73,0.647590481378138,0.339278719801792,0.4163641479238867,1.07990787088871
342ecb7bb9,hyperbolic,2,0.1,30,4096,0.001,0.01,0.0001,0.1,2,0.0,default,8.862180233001709,1.632375754891623,0.5090700626509971,0.9091765283976904,0.337148432175899,24421,val,/Users/peterflo/Desktop/projects/research/hyperbolic/data/runs/sweep/342ecb7bb9/ckpt.pt,mps,2,30,0,-0.1043363638339796,-0.0722806707589222,0.1649483895048695,0.1862516216868086,1.4890872609639243,0.0,3.0331970973392277,2.0,0.6329969138376845,1.6929433685272486,2.263578056161052,10.4970061447118,0.04,0.0714285714285714,0.0512820512820512,1,25,14,17172,0.2281621243885394,0.3243652457488935,11892,0.3180289270097544,0.4133871510258998,Cubism,8,100,0.65,0.7363646230101586,0.3572022862478864,0.2903527108207345,1.1672470605373382
158022d8f5,hyperbolic,2,0.3,30,4096,0.001,0.01,0.0001,0.1,0,0.0,default,9.061282873153688,1.5910382898564297,0.5229106097211417,0.9062282461815652,0.3522194988464037,24421,val,/Users/peterflo/Desktop/projects/research/hyperbolic/data/runs/sweep/158022d8f5/ckpt.pt,mps,2,30,0,-0.0919410645410778,-0.0540562644007011,0.0748960741305736,0.0958401745472857,1.4443306989885754,0.0,3.0273796240666035,2.0,0.625010728692816,2.0322803927276714,2.299052390161044,9.209994800849133,0.04,0.0714285714285714,0.0512820512820512,1,25,14,17172,0.214011180992313,0.3135336594456091,11892,0.3392196434577867,0.4421459804910864,Cubism,8,100,0.76,0.7396946355327964,0.3965534142162654,0.473897561468184,1.3827015233039857
6316eb61d8,hyperbolic,2,0.3,30,4096,0.001,0.01,0.0001,0.1,1,0.0,default,9.002321720123291,1.5956280768579063,0.5201261209614676,0.9059006592686624,0.3495155427612921,24421,val,/Users/peterflo/Desktop/projects/research/hyperbolic/data/runs/sweep/6316eb61d8/ckpt.pt,mps,2,30,0,-0.0941144443021693,-0.057478217154202,0.0980796270083234,0.123584325281848,1.5027230662135047,0.0,3.131495861421623,2.0,0.613533577950337,2.181223421055054,2.208418052587433,9.958293850383477,0.0,0.0,0.0,0,25,14,17172,0.212380619613324,0.315280689494526,11892,0.3398082744702321,0.4418937100571813,Cubism,8,100,0.92,0.7392581046372652,0.3642739767393783,0.7529505100101233,2.036478490829468
